041, Twineedle,                    7,    0,    0,    20,     25,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  4,   20,    0,    0,  00000000,  0,  0
042, Pin Missile,                  7,    0,    0,    20,     25,     95,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
043, Leer,                         1,    2,    0,    30,      0,    100,    1,    0,     4,     0,    00000000000000,  01000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
044, Bite,                        17,    0,    4,    25,     60,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   30,    0,  00100000,  1,  0
045, Growl,                        1,    2,    2,    40,      0,    100,    1,    0,     4,     0,    00000000000000,  10000000000000,    100,    1,  0,    0,    0,    0,  00000001,  0,  0
046, Roar,                         1,    2,    0,    20,      0,      0,    1,    0,     1,    -6,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000001,  0,  0
047, Sing,                         1,    2,    2,    15,      0,     55,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  6,    0,    0,    0,  00000001,  0,  0
048, Supersonic,                   1,    2,    3,    20,      0,     55,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,  100,  00000001,  0,  0
049, Sonic Boom,                   1,    1,    0,    20,     20,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
050, Disable,                      1,    2,    3,    20,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
051, Acid,                         4,    1,    3,    30,     40,    100,    1,    0,     4,     0,    00000000000000,  00010000000000,     10,    1,  0,    0,    0,    0,  00000000,  0,  0
052, Ember,                       10,    1,    2,    25,     40,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  1,   10,    0,    0,  00000000,  0,  0
053, Flamethrower,                10,    1,    2,    15,     90,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  1,   10,    0,    0,  00000000,  0,  0
054, Mist,                        15,    2,    2,    30,      0,      0,    1,    0,    10,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
055, Water Gun,                   11,    1,    2,    25,     40,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
056, Hydro Pump,                  11,    1,    2,     5,    110,     80,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
057, Surf,                        11,    1,    2,    15,     90,    100,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
058, Ice Beam,                    15,    1,    2,    10,     90,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  2,   10,    0,    0,  00000000,  0,  0
059, Blizzard,                    15,    1,    2,     5,    110,     70,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  2,   10,    0,    0,  00000000,  0,  0
060, Psybeam,                     14,    1,    2,    20,     65,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,   10,  00000000,  0,  0
061, Bubble Beam,                 11,    1,    2,    20,     65,    100,    1,    0,     1,     0,    00000000000000,  00001000000000,     10,    1,  0,    0,    0,    0,  00000000,  0,  0
062, Aurora Beam,                 15,    1,    2,    20,     65,    100,    1,    0,     1,     0,    00000000000000,  10000000000000,     10,    1,  0,    0,    0,    0,  00000000,  0,  0
063, Hyper Beam,                   1,    1,    0,     5,    150,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
064, Peck,                         3,    0,    0,    35,     35,    100,    1,    1,     2,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
065, Drill Peck,                   3,    0,    0,    20,     80,    100,    1,    1,     2,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
066, Submission,                   2,    0,    0,    20,     80,     80,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
067, Low Kick,                     2,    0,    4,    20,      0,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
068, Counter,                      2,    0,    4,    20,      0,    100,    1,    1,     9,    -5,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
069, Seismic Toss,                 2,    0,    4,    20,      0,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
070, Strength,                     1,    0,    4,    15,     80,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
071, Absorb,                      12,    1,    3,    15,     40,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
072, Mega Drain,                  12,    1,    3,    10,     75,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
073, Leech Seed,                  12,    2,    3,    10,      0,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
074, Growth,                       1,    2,    2,    20,      0,      0,    1,    1,     9,     0,    00000001010000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
075, Razor Leaf,                  12,    0,    0,    25,     55,     95,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  1
076, Solar Beam,                  12,    1,    0,    10,    200,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
077, Poison Powder,                4,    2,    3,    35,      0,     75,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  4,  100,    0,    0,  00000100,  0,  0
078, Stun Spore,                  12,    2,    3,    30,      0,     75,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,  100,    0,    0,  00000100,  0,  0
079, Sleep Powder,                12,    2,    3,    15,      0,     75,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  6,  100,    0,    0,  00000100,  0,  0
080, Petal Dance,                 12,    1,    2,    10,    120,    100,    1,    1,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00010000,  1,  0
081, String Shot,                  7,    2,    3,    40,      0,     95,    1,    0,     4,     0,    00000000000000,  00001000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
082, Dragon Rage,                 16,    1,    0,    10,     40,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
083, Fire Spin,                   10,    1,    2,    15,     35,     85,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
084, Thunder Shock,               13,    1,    0,    30,     40,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,   10,    0,    0,  00000000,  0,  0
085, Thunderbolt,                 13,    1,    0,    15,     90,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,   10,    0,    0,  00000000,  0,  0
086, Thunder Wave,                13,    2,    0,    20,      0,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,  100,    0,    0,  00000000,  0,  0
087, Thunder,                     13,    1,    0,    10,    110,     70,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,   30,    0,    0,  00000000,  0,  0
088, Rock Throw,                   6,    0,    4,    15,     50,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
089, Earthquake,                   5,    0,    4,    10,    100,    100,    1,    0,     5,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
090, Fissure,                      5,    0,    4,     5,      0,      0,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
091, Dig,                          5,    0,    4,    10,     80,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
092, Toxic,                        4,    2,    3,    10,      0,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  5,  100,    0,    0,  00000000,  0,  0
093, Confusion,                   14,    1,    3,    25,     50,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,   10,  00000000,  0,  0
094, Psychic,                     14,    1,    3,    10,     90,    100,    1,    0,     1,     0,    00000000000000,  00010000000000,     10,    1,  0,    0,    0,    0,  00000000,  0,  0
095, Hypnosis,                    14,    2,    3,    20,      0,     60,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  6,  100,    0,    0,  00000000,  0,  0
096, Meditate,                    14,    2,    2,    40,      0,      0,    1,    0,     9,     0,    00000001000000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
097, Agility,                     14,    2,    0,    30,      0,      0,    1,    0,     9,     0,    00000000000100,  00000000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
098, Quick Attack,                 1,    0,    0,    30,     40,    100,    1,    1,     1,     1,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
099, Rage,                         1,    0,    4,    20,     20,    100,    1,    1,     1,     0,    00000001000000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  1,  0
100, Teleport,                    14,    2,    0,    20,      0,      0,    1,    0,     9,    -6,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
101, Night Shade,                  8,    1,    3,    15,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
102, Mimic,                        1,    2,    2,    10,      0,      0,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
103, Screech,                      1,    2,    3,    40,      0,     85,    1,    0,     1,     0,    00000000000000,  01000000000000,    100,    2,  0,    0,    0,    0,  00000001,  0,  0
104, Double Team,                  1,    2,    0,    15,      0,      0,    1,    0,     9,     0,    00000000000010,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
105, Recover,                      1,    2,    3,    10,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
106, Harden,                       1,    2,    4,    30,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
107, Minimize,                     1,    2,    2,    10,      0,      0,    1,    0,     9,     0,    00000000000010,  00000000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
108, Smokescreen,                  1,    2,    3,    20,      0,    100,    1,    0,     1,     0,    00000000000000,  00000010000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
109, Confuse Ray,                  8,    2,    3,    10,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,  100,  00000000,  0,  0
110, Withdraw,                    11,    2,    2,    40,      0,      0,    1,    0,     9,     0,    00000000100000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
111, Defense Curl,                 1,    2,    2,    40,      0,      0,    1,    0,     9,     0,    00000000100000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
112, Barrier,                     14,    2,    0,    20,      0,      0,    1,    0,     9,     0,    00000000100000,  00000000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
113, Light Screen,                14,    2,    2,    30,      0,      0,    1,    0,    10,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
114, Haze,                        15,    2,    2,    30,      0,      0,    1,    0,     7,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
115, Reflect,                     14,    2,    3,    20,      0,      0,    1,    0,    10,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
116, Focus Energy,                 1,    2,    0,    30,      0,      0,    1,    1,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
117, Bide,                         1,    0,    4,    10,      0,      0,    1,    1,     9,     1,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
118, Metronome,                    1,    2,    2,    10,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
119, Mirror Move,                  3,    2,    3,    20,      0,      0,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
120, Self-Destruct,                1,    0,    2,     5,    200,    100,    1,    0,     5,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00001000,  0,  0
121, Egg Bomb,                     1,    0,    2,    10,    100,     75,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  01000000,  0,  0
122, Lick,                         8,    0,    2,    30,     30,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,   30,    0,    0,  00000000,  1,  0
123, Smog,                         4,    1,    4,    20,     30,     70,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  4,   40,    0,    0,  00000000,  0,  0
124, Sludge,                       4,    1,    4,    20,     65,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  4,   30,    0,    0,  00000000,  0,  0
125, Bone Club,                    5,    0,    4,    20,     65,     85,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   10,    0,  00000000,  0,  0
126, Fire Blast,                  10,    1,    2,     5,    110,     85,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  1,   10,    0,    0,  00000000,  0,  0
127, Waterfall,                   11,    0,    4,    15,     80,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   20,    0,  00000000,  1,  0
128, Clamp,                       11,    0,    4,    15,     35,     85,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
129, Swift,                        1,    1,    0,    20,     60,      0,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
130, Skull Bash,                   1,    0,    4,    10,    130,    100,    1,    1,     1,     0,    00000000100000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  1,  0
131, Spike Cannon,                 1,    0,    0,    15,     20,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
132, Constrict,                    1,    0,    4,    35,     10,    100,    1,    1,     1,     0,    00000000000000,  00001000000000,     10,    1,  0,    0,    0,    0,  00000000,  1,  0
133, Amnesia,                     14,    2,    2,    20,      0,      0,    1,    0,     9,     0,    00000000001000,  00000000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
134, Kinesis,                     14,    2,    3,    15,      0,     80,    1,    0,     1,     0,    00000000000000,  00000010000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
135, Soft-Boiled,                  1,    2,    2,    10,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
136, High Jump Kick,               2,    0,    0,    10,    130,     90,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
137, Glare,                        1,    2,    4,    30,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  3,  100,    0,    0,  00000000,  0,  0
138, Dream Eater,                 14,    1,    3,    15,    100,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
139, Poison Gas,                   4,    2,    3,    40,      0,     90,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  4,  100,    0,    0,  00000000,  0,  0
140, Barrage,                      1,    0,    2,    20,     15,     85,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  01000000,  0,  0
141, Leech Life,                   7,    0,    3,    10,     80,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
142, Lovely Kiss,                  1,    2,    2,    10,      0,     75,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  6,  100,    0,    0,  00000000,  0,  0
143, Sky Attack,                   3,    0,    0,     5,    200,     90,    1,    0,     2,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   30,    0,  00000000,  0,  1
144, Transform,                    1,    2,    3,    10,      0,      0,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
145, Bubble,                      11,    1,    2,    30,     40,    100,    1,    0,     4,     0,    00000000000000,  00001000000000,     10,    1,  0,    0,    0,    0,  00000000,  0,  0
146, Dizzy Punch,                  1,    0,    2,    10,     70,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,   20,  00000010,  1,  0
147, Spore,                       12,    2,    2,    15,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  6,  100,    0,    0,  00000100,  0,  0
148, Flash,                        1,    2,    2,    20,      0,    100,    1,    0,     1,     0,    00000000000000,  00000010000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
149, Psywave,                     14,    1,    3,    15,      0,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
150, Splash,                       1,    2,    2,    40,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
151, Acid Armor,                   4,    2,    4,    20,      0,      0,    1,    0,     9,     0,    00000000100000,  00000000000000,    100,    2,  0,    0,    0,    0,  00000000,  0,  0
152, Crabhammer,                  11,    0,    4,    10,    100,     90,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  1
153, Explosion,                    1,    0,    2,     5,    250,    100,    1,    0,     5,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00001000,  0,  0
154, Fury Swipes,                  1,    0,    4,    15,     18,     80,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
155, Bonemerang,                   5,    0,    4,    10,     50,     90,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
156, Rest,                        14,    2,    2,    10,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  6,  100,    0,    0,  00000000,  0,  0
157, Rock Slide,                   6,    0,    4,    10,     75,     90,    1,    0,     4,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   30,    0,  00000000,  0,  0
158, Hyper Fang,                   1,    0,    0,    15,     80,     90,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,   10,    0,  00100000,  1,  0
159, Sharpen,                      1,    2,    2,    30,      0,      0,    1,    0,     9,     0,    00000001000000,  00000000000000,    100,    1,  0,    0,    0,    0,  00000000,  0,  0
160, Conversion,                   1,    2,    2,    30,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
161, Tri Attack,                   1,    1,    2,    10,     80,    100,    1,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  7,   20,    0,    0,  00000000,  0,  0
162, Super Fang,                   1,    0,    4,    10,      0,     90,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
163, Slash,                        1,    0,    0,    20,     70,    100,    1,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  1
164, Substitute,                   1,    2,    2,    10,      0,      0,    1,    0,     9,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
165, Struggle,                     1,    0,    4,     1,     50,      0,    1,    1,     0,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
166, Sketch,                       1,    2,    3,     1,      0,      0,    2,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
167, Triple Kick,                  2,    0,    0,    10,     10,     90,    2,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
168, Thief,                       17,    0,    4,    25,     60,    100,    2,    1,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  1,  0
169, Spider Web,                   7,    2,    3,    10,      0,      0,    2,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
170, Mind Reader,                  1,    2,    3,     5,      0,      0,    2,    0,     1,     0,    00000000000000,  00000000000000,      0,    0,  0,    0,    0,    0,  00000000,  0,  0
